Elm	Domain	interactorElm	interactorDomain	StartElm	StopElm	StartDomain	StopDomain	AffinityMin	AffinityMax	PMID	taxonomyElm	taxonomyDomain	
LIG_PAM2_2	PF00658	Q9UPQ9	P11940	1476	1489	543	614	None	None	21063388	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_2	PF00658	Q8SY33	P21187	957	970	553	624	None	None	21063388	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
LIG_NBox_RRM_1	PF00076	Q96AE4	Q9UHX1	31	41	228	298	6.0	22.0	20711187	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_NBox_RRM_1	PF00076	Q92945	Q9UHX1	74	84	228	298	None	None	16914741	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	Q61337	P31750	131	139	150	408	None	None	9346240	"10090"(Mus musculus)	"10090"(Mus musculus)
MOD_PKB_1	PF00069	P46527	P31749	152	160	150	408	None	None	12244301	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	P38936	Q01314	140	148	150	408	None	None	11463845	"9606"(Homo sapiens)	"9913"(Bos taurus)
MOD_PKB_1	PF00069	P98177	P31749	27	35	150	408	None	None	14690436	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	Q9WV60	P31750	4	12	150	408	None	None	12434148	"10090"(Mus musculus)	"10090"(Mus musculus)
MOD_GSK3_1	PF00069	P01106	P49841	55	62	56	340	None	None	14563837	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_GSK3_1	PF00069	P01106	P49840	55	62	119	403	None	None	14563837	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	P22736	P31749	346	354	150	408	None	None	11274386	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	P55211	P31749	191	199	150	408	None	None	9812896	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	O15111	P31749	18	26	150	408	None	None	10485710	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	Q00987	P31749	161	169	150	408	None	None	11715018	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	Q00987	P31749	181	189	150	408	None	None	11715018	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	P38398	P31749	504	512	150	408	None	None	17428466	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	P04049	P31749	254	262	150	408	None	None	19058874	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	P49815	P31749	934	942	150	408	None	None	18466115	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	P49815	P31749	976	984	150	408	None	None	18466115	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	P49815	P31749	1127	1135	150	408	None	None	18466115	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_PKB_1	PF00069	P49815	P31749	1457	1465	150	408	None	None	18466115	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_RGD	PF00362	P02751	P05556	1524	1526	34	464	None	None	19738201,6325925,22451694	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_RGD	PF01839	P02751	P08648	1524	1526	326	368	None	None	19738201,6325925,22451694	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_RGD	PF01839	P02751	P08648	1524	1526	392	428	None	None	19738201,6325925,22451694	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_RGD	PF01839	P02751	P08648	1524	1526	456	487	None	None	19738201,6325925,22451694	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_SH2_GRB2	PF00017	P08581	P62993	1356	1359	60	135	None	None	11063574,12475979	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_SH3_2	PF00018	Q07889	P62993	1151	1156	4	50	None	None	23334917,8479541	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WD40_RPTOR_TOS_1	PF00400	Q13541	Q8N122	114	118	None	None	None	None	12912989	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_MAPK_gen_1	PF00069	Q02750	P27361	3	11	42	330	None	None	11134045,11104681,9925641	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_CYCLIN_1	PF00134	P38936	P24864	19	22	115	242	None	None	8637717,11438644	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_CYCLIN_1	PF00134	P46527	P24864	30	33	115	242	None	None	9488039,7753174,12501191,8684460	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_Nend_UBRbox_4	PF02207	O08899	O70481	1	3	97	167	None	None	16217033,16222293,10783390	"10090"(Mus musculus)	"10090"(Mus musculus)
DEG_Nend_UBRbox_4	PF02207	O08899	Q6WKZ8	1	3	97	167	None	None	16217033,16222293,10783390	"10090"(Mus musculus)	"10090"(Mus musculus)
DEG_Nend_UBRbox_4	PF02207	O08850	O70481	1	3	97	167	None	None	16217033,16222293	"10090"(Mus musculus)	"10090"(Mus musculus)
DEG_Nend_UBRbox_4	PF02207	O08850	Q6WKZ8	1	3	97	167	None	None	16217033,16222293	"10090"(Mus musculus)	"10090"(Mus musculus)
DEG_Nend_UBRbox_4	PF02207	P97428	O70481	1	3	97	167	None	None	16222293,10783390	"10090"(Mus musculus)	"10090"(Mus musculus)
DEG_Nend_UBRbox_4	PF02207	P97428	Q6WKZ8	1	3	97	167	None	None	16222293,10783390	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_CaMK_CASK_1	PF00069	Q02410	O14936	376	382	12	276	None	None	9952408,21763699	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_CaMK_CASK_1	PF00069	Q8WXD9	O14936	374	379	12	276	7.0	8.0	21763699	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_CaMK_CASK_1	PF00069	Q13009	O14936	1572	1578	12	276	None	None	21763699	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_CaMK_CASK_1	PF00069	Q8VHK2	Q62915	374	379	12	276	None	None	12040031	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_CaMK_CASK_1	PF00069	O35430	Q62915	378	384	12	276	None	None	9753324,12040031	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_SH2_STAT5	PF00017	Q13480-2	P27986	447	450	None	None	None	None	10978177	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_SH2_STAT5	PF00017	Q13480-2	P27986	472	475	None	None	None	None	10978177	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_SH2_STAT5	PF00017	Q13480-2	P27986	619	622	None	None	None	None	10978177	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q702N8	P50552	22	26	1	110	None	None	16631741	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q702N8	Q8N8S7	22	26	1	108	None	None	16631741	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q702N8	Q9UI08	22	26	1	109	None	None	16631741	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PDZ_Class_1	PF00595	O55207-3	Q9WVJ4	1288	1293	13	97	None	None	10357812,11498538	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_SH3_2	PF00018	O55207	O35964	1120	1125	312	357	None	None	11498538	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_NRBOX	PF00104	Q16881-4	Q92731	46	52	278	494	None	None	15199063	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_NRBOX	PF00104	Q16881-4	P03372	46	52	325	544	None	None	15199063	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_TYR_ITIM	PF00017	Q86YW5	P41499	279	284	None	None	None	None	15128762	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_SH3_3	PF00018	P10636-8	P39688	213	219	88	135	135.0	135.0	18467332	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_PDZ_Class_1	PF00595	P22756-2	Q9EP80	900	905	22	101	101.0	101.0	12597860	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_TYR_ITIM	PF00017	Q91Y57	P29351	430	435	None	None	None	None	11278955	"10090"(Mus musculus)	"10090"(Mus musculus)
TRG_NLS_MonoExtN_4	PF00514	Q13309	O15131	67	72	None	None	None	None	22770219,19270695	"9606"(Homo sapiens)	"9606"(Homo sapiens)
TRG_NLS_MonoExtN_4	PF00514	Q13309	O60684	67	72	None	None	None	None	22770219,19270695	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PDZ_Class_1	PF00595	Q66T02	Q9Z0G0	1068	1073	133	212	212.0	212.0	16467373	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_SH3_2	PF14604	O55207	O08838	1120	1125	617	680	None	None	11498538	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_SH3_2	PF14604	O55207	O08839	1120	1125	522	585	None	None	11498538	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_SH3_2	PF14604	O55207	O35180	1120	1125	293	340	None	None	11498538	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_SH3_2	PF14604	O55207	O35179	1120	1125	297	345	None	None	11498538	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
DEG_APCC_KENBOX_2	PF00400	O60566	Q12834	25	29	None	None	None	None	23091007	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PDZ_Class_1	PF00595	P51790-2	O14745	861	866	154	231	None	None	11967229	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_CKS1_1	PF01111	P09119	P20486	5	10	27	105	70.0	190.0	24186063	"4932"(Saccharomyces cerevisiae)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CKS1_1	PF01111	P09119	P20486	21	26	27	105	110.0	170.0	24186063	"4932"(Saccharomyces cerevisiae)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CKS1_1	PF01111	P32944	P20486	119	124	27	105	80.0	260.0	24186063	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CKS1_1	PF01111	P32944	P20486	194	199	27	105	50.0	70.0	24186063	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CKS1_1	PF01111	P32944	P20486	371	376	27	105	90.0	230.0	24186063	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CKS1_1	PF01111	P38634	P20486	3	8	27	105	22.4	23.6	24186061,24186063	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CKS1_1	PF01111	P38634	P20486	31	36	27	105	55.7	56.3	24186061	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CKS1_1	PF01111	P38634	P20486	43	48	27	105	17.0	25.0	24186061	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_SUFU_1	PF05076	P08151	Q9UMX1	120	127	63	242	1.59	2.33	24311597,12426310,24217340	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_SUFU_1	PF05076	Q6XP49-2	Q9UMX1	348	355	63	242	None	None	21543335	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_SUFU_1	PF05076	P10071	Q9UMX1	333	340	63	242	None	None	24311597	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_SUFU_1	PF05076	Q0VGT2	Q9UMX1	268	275	63	242	None	None	24217340	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_SUFU_1	PF05076	P19538	Q9VG38	255	262	47	238	4.5	10.32	24217340	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
LIG_SUFU_1	PF12470	P08151	Q9UMX1	120	127	252	473	1.59	2.33	24311597,12426310,24217340	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_SUFU_1	PF12470	Q6XP49-2	Q9UMX1	348	355	252	473	None	None	21543335	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_SUFU_1	PF12470	P10071	Q9UMX1	333	340	252	473	None	None	24311597	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_SUFU_1	PF12470	Q0VGT2	Q9UMX1	268	275	252	473	None	None	24217340	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_SUFU_1	PF12470	P19538	Q9VG38	255	262	248	450	4.5	10.23	24217340	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
DOC_PP1_SILK_1	PF00149	P41236	P62139	12	17	57	252	None	None	10748125,10075680	"9606"(Homo sapiens)	"9986"(Oryctolagus cuniculus)
DOC_PP1_SILK_1	PF00149	P41236	P32598	12	17	56	251	None	None	10748125,10075680	"9606"(Homo sapiens)	"559292"(Saccharomyces cerevisiae S288c)
DOC_PP1_SILK_1	PF00149	Q9DCL8	P63088	12	17	57	252	None	None	17636256	"10090"(Mus musculus)	"10116"(Rattus norvegicus)
LIG_WD40_WDR5_VDV_1	IPR017986	Q8BX09	P61965	374	377	33	331	0.0056	0.0056	20716525	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_WD40_WDR5_WIN_1	IPR017986	Q03164	P61964	3763	3769	33	331	2.424	3.1	22665483,22266653,18840606	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_WD40_WDR5_WIN_1	IPR017986	O14686	P61964	5338	5344	33	331	0.07	0.08	22665483,22266653	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_WD40_WDR5_WIN_1	IPR017986	Q8NEZ4	P61964	4708	4714	33	331	0.049	0.059	22665483,22266653	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_WD40_WDR5_WIN_1	IPR017986	Q9UMN6	P61964	2509	2515	33	331	0.072	0.104	22665483,22266653	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_WD40_WDR5_WIN_1	IPR017986	O15047	P61964	1493	1499	33	331	0.495	0.587	22665483,22266653	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_WD40_WDR5_WIN_1	IPR017986	Q9UPS6	P61964	1746	1752	33	331	0.089	0.117	22665483,22266653	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q8WUM4	O75340	802	810	27	55	None	None	14999017,10200558,18940611,19143629,9880530,23924735	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q8WUM4	O75340	802	810	64	92	None	None	14999017,10200558,18940611,19143629,9880530,23924735	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q8WUM4	O75340	802	810	94	122	None	None	14999017,10200558,18940611,19143629,9880530,23924735	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q8WUM4	O75340	802	810	130	158	None	None	14999017,10200558,18940611,19143629,9880530,23924735	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q8WUM4	O75340	802	810	160	190	None	None	14999017,10200558,18940611,19143629,9880530,23924735	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q8WUM4	P12815	802	810	27	55	None	None	14999017,10200558,18940611,19143629,9880530,23924735	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_EF_ALG2_ABM_1	SM00054	Q8WUM4	P12815	802	810	64	92	None	None	14999017,10200558,18940611,19143629,9880530,23924735	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_EF_ALG2_ABM_1	SM00054	Q8WUM4	P12815	802	810	94	122	None	None	14999017,10200558,18940611,19143629,9880530,23924735	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_EF_ALG2_ABM_1	SM00054	Q8WUM4	P12815	802	810	130	158	None	None	14999017,10200558,18940611,19143629,9880530,23924735	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_EF_ALG2_ABM_1	SM00054	Q8WUM4	P12815	802	810	160	190	None	None	14999017,10200558,18940611,19143629,9880530,23924735	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_EF_ALG2_ABM_1	SM00054	Q99816	O75340	189	197	27	55	None	None	23924735,16004603	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q99816	O75340	189	197	64	92	None	None	23924735,16004603	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q99816	O75340	189	197	94	122	None	None	23924735,16004603	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q99816	O75340	189	197	130	158	None	None	23924735,16004603	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q99816	O75340	189	197	160	190	None	None	23924735,16004603	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q9NRY6	O75340	17	25	27	55	0.04	0.04	18256029	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q9NRY6	O75340	17	25	64	92	0.04	0.04	18256029	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q9NRY6	O75340	17	25	94	122	0.04	0.04	18256029	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q9NRY6	O75340	17	25	130	158	0.04	0.04	18256029	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q9NRY6	O75340	17	25	160	190	0.04	0.04	18256029	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q8IWX8	O75340	566	574	27	55	None	None	24078636,22437941	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q8IWX8	O75340	566	574	64	92	None	None	24078636,22437941	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q8IWX8	O75340	566	574	94	122	None	None	24078636,22437941	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q8IWX8	O75340	566	574	130	158	None	None	24078636,22437941	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	Q8IWX8	O75340	566	574	160	190	None	None	24078636,22437941	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	P20073	O75340	4	12	27	55	0.06	0.7	12445460	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	P20073	O75340	4	12	64	92	0.06	0.7	12445460	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	P20073	O75340	4	12	94	122	0.06	0.7	12445460	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	P20073	O75340	4	12	130	158	0.06	0.7	12445460	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	P20073	O75340	4	12	160	190	0.06	0.7	12445460	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	P50995	O75340	4	14	27	55	0.07	0.07	11883939,12445460	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	P50995	O75340	4	14	64	92	0.07	0.07	11883939,12445460	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	P50995	O75340	4	14	94	122	0.07	0.07	11883939,12445460	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	P50995	O75340	4	14	130	158	0.07	0.07	11883939,12445460	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	P50995	O75340	4	14	160	190	0.07	0.07	11883939,12445460	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	O94979	O75340	870	879	27	55	None	None	20834162,18256029,17196169,16957052	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	O94979	O75340	870	879	64	92	None	None	20834162,18256029,17196169,16957052	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	O94979	O75340	870	879	94	122	None	None	20834162,18256029,17196169,16957052	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	O94979	O75340	870	879	130	158	None	None	20834162,18256029,17196169,16957052	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_1	SM00054	O94979	O75340	870	879	160	190	None	None	20834162,18256029,17196169,16957052	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	O94979	O75340	839	843	27	55	None	None	20834162	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	O94979	O75340	839	843	64	92	None	None	20834162	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	O94979	O75340	839	843	94	122	None	None	20834162	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	O94979	O75340	839	843	130	158	None	None	20834162	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	O94979	O75340	839	843	160	190	None	None	20834162	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	Q9NRY6	O75340	45	49	27	55	0.025	0.025	18256029	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	Q9NRY6	O75340	45	49	64	92	0.025	0.025	18256029	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	Q9NRY6	O75340	45	49	94	122	0.025	0.025	18256029	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	Q9NRY6	O75340	45	49	130	158	0.025	0.025	18256029	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	Q9NRY6	O75340	45	49	160	190	0.025	0.025	18256029	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	Q8IWX8	O75340	614	619	27	55	None	None	24078636	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	Q8IWX8	O75340	614	619	64	92	None	None	24078636	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	Q8IWX8	O75340	614	619	94	122	None	None	24078636	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	Q8IWX8	O75340	614	619	130	158	None	None	24078636	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EF_ALG2_ABM_2	SM00054	Q8IWX8	O75340	614	619	160	190	None	None	24078636	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	O75143	Q9H492	442	447	15	120	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	O75143	O95166	442	447	13	116	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	O75143	Q9BXW4	442	447	21	126	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	O75143	Q9H0R8	442	447	13	116	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	O75143	P60520	442	447	13	116	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	O75143	Q9GZQ8	442	447	15	120	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	O75385	Q9H492	356	360	15	120	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	O75385	O95166	356	360	13	116	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	O75385	Q9BXW4	356	360	21	126	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	O75385	Q9H0R8	356	360	13	116	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	O75385	P60520	356	360	13	116	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	O75385	Q9GZQ8	356	360	15	120	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q8IYT8	Q9H492	351	356	15	120	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q8IYT8	O95166	351	356	13	116	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q8IYT8	Q9BXW4	351	356	21	126	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q8IYT8	Q9H0R8	351	356	13	116	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q8IYT8	P60520	351	356	13	116	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q8IYT8	Q9GZQ8	351	356	15	120	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q8TDY2	O95166	701	705	13	116	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q8TDY2	Q9H0R8	701	705	13	116	None	None	23043107	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q14596	Q9H492	730	735	15	120	2.9	2.9	19250911,21620860	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q14596	O95166	730	735	13	116	2.9	2.9	19250911,21620860	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q14596	Q9BXW4	730	735	21	126	None	None	19250911,21620860	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q14596	P38182	730	735	13	116	2.9	2.9	19250911,21620860	"9606"(Homo sapiens)	"559292"(Saccharomyces cerevisiae S288c)
LIG_LIR_Gen_1	PF02991	Q14596	Q9H0R8	730	735	13	116	2.9	2.9	19250911,21620860	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LIR_Gen_1	PF02991	Q14596	P60520	730	735	13	116	2.9	2.9	19250911,21620860	"9606"(Homo sapiens)	"9606"(Homo sapiens)
